"Location_Id","Occurred_On","Avg_Avg_Temperature","Avg_Min_Temperature","Avg_Max_Temperature","Avg_HDD","Avg_CDD","Base_HDD","Base_CDD"
"17072554","1/1/2011 12:00:00 AM","20.6354","16.9645","24.3064","","","",""
"17069967","2/1/2014 12:00:00 AM","26.0714","20.7857","30.8571","","","",""
"17069957","7/1/2021 12:00:00 AM","19.5483","15.5483","22.9677","","","",""
"17072148","3/1/2013 12:00:00 AM","4.1612","0.9032","7.8709","","","",""
"17071665","4/1/2015 12:00:00 AM","28.3333","23.7666","32.8666","","","",""
"17069962","9/1/2022 12:00:00 AM","11.3666","8.3333","13.8000","","","",""
"17072553","","","","","","","",""
"17071664","11/1/2018 12:00:00 AM","30.1000","25.2000","34.3666","","","",""
"17069963","8/1/2014 12:00:00 AM","17.5483","13.0000","22.1612","","","",""
"17069956","2/1/2023 12:00:00 AM","29.3214","23.6785","34.4285","","","",""
"17072550","7/1/2011 12:00:00 AM","11.4322","8.0032","14.8612","","","",""
"17069974","9/1/2017 12:00:00 AM","28.3000","25.2333","31.2666","","","",""
"17069960","1/1/2024 12:00:00 AM","12.5483","8.0322","16.5806","","","",""
"17071664","7/1/2023 12:00:00 AM","27.9032","25.9032","29.3548","","","",""
"17069960","3/1/2021 12:00:00 AM","25.4193","18.4516","31.8387","","","",""
"17069957","1/1/2012 12:00:00 AM","6.7419","4.7419","9.1290","","","",""
"17069960","5/1/2012 12:00:00 AM","33.3225","26.8709","40.3548","","","",""
"17072550","2/1/2010 12:00:00 AM","21.5892","17.7678","25.4107","","","",""
"17071665","7/1/2020 12:00:00 AM","28.5806","26.3225","30.3225","","","",""
"17071664","8/1/2013 12:00:00 AM","27.0645","24.0322","29.7096","","","",""
"17069963","5/1/2024 12:00:00 AM","16.8387","11.6129","21.4838","","","",""
"17071664","11/1/2021 12:00:00 AM","30.3000","26.0333","34.0333","","","",""
"17069964","6/1/2020 12:00:00 AM","28.5517","24.6206","32.1034","","","",""
"17069974","3/1/2024 12:00:00 AM","29.3870","25.2580","32.8709","","","",""
"17069958","11/1/2020 12:00:00 AM","12.7333","7.8333","17.0666","","","",""
"17069956","12/1/2015 12:00:00 AM","24.5161","16.6129","32.6451","","","",""
"17069961","5/1/2021 12:00:00 AM","-3.9677","-5.4193","-2.0645","","","",""
"17072554","1/1/2014 12:00:00 AM","19.0709","15.2290","22.9129","","","",""
"17072554","9/1/2006 12:00:00 AM","13.6783","10.3700","16.9866","","","",""
"17069974","6/1/2014 12:00:00 AM","31.0666","28.2000","33.6666","","","",""
"17072148","9/1/2011 12:00:00 AM","20.7000","17.0666","24.9000","","","",""
"17069966","10/1/2012 12:00:00 AM","9.8064","5.7419","14.0645","","","",""
"17069957","10/1/2024 12:00:00 AM","13.5483","10.4838","16.1612","","","",""
"17072550","3/1/2007 12:00:00 AM","19.6951","15.7806","23.6096","","","",""
"17069959","9/1/2013 12:00:00 AM","28.0000","25.0000","30.9333","","","",""
"17072550","9/1/2015 12:00:00 AM","12.7950","9.5133","16.0766","","","",""
"17069965","11/1/2020 12:00:00 AM","22.5666","19.0666","25.6333","","","",""
"17069959","4/1/2019 12:00:00 AM","30.0666","26.6666","32.9666","","","",""
"17069960","2/1/2014 12:00:00 AM","15.3214","10.0000","21.4285","","","",""
"17069975","11/1/2014 12:00:00 AM","28.2333","21.7000","34.4666","","","",""
"17072550","2/1/2013 12:00:00 AM","20.1535","15.7178","24.5892","","","",""
"17069960","9/1/2019 12:00:00 AM","30.3666","26.5333","33.5666","","","",""
"17069963","12/1/2018 12:00:00 AM","4.8064","2.2903","6.8709","","","",""
"17069967","7/1/2015 12:00:00 AM","31.4516","25.6129","37.4516","","","",""
"17072148","1/1/2016 12:00:00 AM","0.8387","-3.4516","5.1612","","","",""
"17069956","5/1/2024 12:00:00 AM","31.4838","28.7741","33.7419","","","",""
"17069956","8/1/2011 12:00:00 AM","27.4193","26.0645","29.0322","","","",""
"17072550","1/1/2020 12:00:00 AM","19.9032","16.0903","23.7161","","","",""
"17069967","9/1/2019 12:00:00 AM","30.1666","26.3333","33.6000","","","",""
"17069973","10/1/2014 12:00:00 AM","29.1290","23.9032","34.3225","","","",""
"17072554","12/1/2016 12:00:00 AM","17.7274","13.6838","21.7709","","","",""
"17069975","10/1/2022 12:00:00 AM","29.2258","25.6774","32.2258","","","",""
"17069959","8/1/2016 12:00:00 AM","27.4838","24.7419","30.0645","","","",""
"17069974","2/1/2019 12:00:00 AM","26.4285","21.6785","30.5000","","","",""
"17069959","2/1/2012 12:00:00 AM","25.6206","20.8620","30.9655","","","",""
"17069961","2/1/2020 12:00:00 AM","-32.6896","-37.8275","-27.0344","","","",""
"17069962","2/1/2019 12:00:00 AM","-3.9642","-7.5000","-0.0357","","","",""
"17069973","4/1/2019 12:00:00 AM","30.0666","26.6666","32.9666","","","",""
"17069973","2/1/2020 12:00:00 AM","28.4827","24.1034","32.3448","","","",""
"17069967","3/1/2024 12:00:00 AM","29.7419","25.6774","33.3225","","","",""
"17072148","8/1/2014 12:00:00 AM","22.4193","17.8387","27.3225","","","",""
"17069961","8/1/2024 12:00:00 AM","9.6451","5.3548","13.3548","","","",""
"17071664","12/1/2017 12:00:00 AM","24.2903","17.9677","30.8064","","","",""
"17069958","12/1/2021 12:00:00 AM","8.8709","4.5161","12.7741","","","",""
"17069974","10/1/2023 12:00:00 AM","31.2258","27.5161","34.5161","","","",""
"17072550","3/1/2020 12:00:00 AM","18.9532","14.6161","23.2903","","","",""
"17069974","7/1/2013 12:00:00 AM","26.5806","23.5483","29.2258","","","",""
"17069956","12/1/2013 12:00:00 AM","25.2258","18.8064","31.7741","","","",""
"17069962","10/1/2023 12:00:00 AM","6.4193","3.5161","9.0645","","","",""
"17069963","6/1/2018 12:00:00 AM","20.6000","15.2333","25.5000","","","",""
"17072554","6/1/2021 12:00:00 AM","13.3733","9.9766","16.7700","","","",""
"17071664","1/1/2013 12:00:00 AM","22.3548","14.4838","30.4193","","","",""
"17072148","12/1/2018 12:00:00 AM","4.3870","0.6451","7.8387","","","",""
"17069967","1/1/2024 12:00:00 AM","26.8387","23.5806","29.6129","","","",""
"17071664","6/1/2022 12:00:00 AM","29.8333","27.2000","31.8666","","","",""
"17069958","8/1/2017 12:00:00 AM","25.3870","21.1935","29.1935","","","",""
"17069975","6/1/2018 12:00:00 AM","30.6551","30.3103","30.8965","","","",""
"17072148","9/1/2024 12:00:00 AM","20.2666","15.0333","24.9666","","","",""
"17071664","3/1/2012 12:00:00 AM","26.8709","22.2258","31.7096","","","",""
"17069964","3/1/2017 12:00:00 AM","28.5967","19.9354","37.2580","","","",""
"17069961","4/1/2020 12:00:00 AM","-13.9333","-18.3333","-9.0666","","","",""
"17072554","2/1/2008 12:00:00 AM","20.4275","16.4206","24.4344","","","",""
"17069960","6/1/2011 12:00:00 AM","31.9000","27.4000","36.8000","","","",""
"17069956","6/1/2018 12:00:00 AM","30.6551","30.3103","30.8965","","","",""
"17072148","6/1/2023 12:00:00 AM","21.7000","15.4333","27.3666","","","",""
"17069963","11/1/2017 12:00:00 AM","5.5666","2.8333","8.8000","","","",""
"17069956","11/1/2019 12:00:00 AM","29.7333","25.8333","33.0000","","","",""
"17069964","7/1/2021 12:00:00 AM","26.2258","23.4193","28.5161","","","",""
"17069959","5/1/2015 12:00:00 AM","30.4193","26.6129","34.2258","","","",""
"17069957","7/1/2023 12:00:00 AM","18.9677","15.2258","22.1935","","","",""
"17072554","5/1/2011 12:00:00 AM","15.4451","12.0032","18.8870","","","",""
"17069974","12/1/2014 12:00:00 AM","24.8064","17.6774","31.6774","","","",""
"17072550","7/1/2024 12:00:00 AM","11.5596","7.8548","15.2645","","","",""
"17069964","11/1/2016 12:00:00 AM","22.9666","14.8666","31.0666","","","",""
"17069960","10/1/2015 12:00:00 AM","27.1290","21.1612","33.6129","","","",""
"17069966","4/1/2019 12:00:00 AM","12.0666","6.6000","17.0333","","","",""
"17069960","3/1/2024 12:00:00 AM","23.1935","16.6451","29.4193","","","",""
"17069965","12/1/2021 12:00:00 AM","22.1935","18.0645","25.7741","","","",""
"17071665","11/1/2022 12:00:00 AM","28.9000","23.5000","33.5666","","","",""
"17069975","5/1/2021 12:00:00 AM","31.1290","28.5806","33.2903","","","",""
"17069958","3/1/2018 12:00:00 AM","6.2580","1.8387","10.6774","","","",""
"17072550","11/1/2006 12:00:00 AM","16.2466","13.1300","19.3633","","","",""
"17072554","11/1/2022 12:00:00 AM","17.6900","14.0200","21.3600","","","",""
"17069958","9/1/2011 12:00:00 AM","21.8666","18.3333","25.3333","","","",""
"17072554","3/1/2013 12:00:00 AM","19.8096","15.2354","24.3838","","","",""
"17069967","2/1/2019 12:00:00 AM","28.4285","24.0000","32.2857","","","",""
"17069962","9/1/2020 12:00:00 AM","10.7000","6.9333","14.1333","","","",""
"17069974","5/1/2022 12:00:00 AM","31.3870","29.2580","32.9677","","","",""
"17069964","12/1/2022 12:00:00 AM","23.9677","18.3870","28.9354","","","",""
"17072554","2/1/2006 12:00:00 AM","20.6214","16.5464","24.6964","","","",""
"17071664","11/1/2023 12:00:00 AM","30.7333","26.3333","34.5000","","","",""
"17069964","8/1/2018 12:00:00 AM","27.0967","23.7096","29.9032","","","",""
"17069956","2/1/2021 12:00:00 AM","28.5000","23.7142","32.6428","","","",""
"17069962","5/1/2022 12:00:00 AM","9.5806","3.8064","14.9354","","","",""
"17069956","7/1/2012 12:00:00 AM","28.0000","25.3870","30.4193","","","",""
"17069963","11/1/2019 12:00:00 AM","6.4137","3.2068","9.1034","","","",""
"17072550","7/1/2009 12:00:00 AM","10.3935","6.8290","13.9580","","","",""
"17069975","7/1/2012 12:00:00 AM","28.0000","25.3870","30.4193","","","",""
"17069960","5/1/2017 12:00:00 AM","33.8387","26.6129","41.0000","","","",""
"17069958","7/1/2022 12:00:00 AM","27.5161","23.2258","31.1612","","","",""
"17069966","11/1/2024 12:00:00 AM","6.7142","4.5238","8.2380","","","",""
"17069975","12/1/2013 12:00:00 AM","25.2258","18.8064","31.7741","","","",""
"17069965","6/1/2024 12:00:00 AM","24.8333","21.0000","28.1333","","","",""
"17072550","2/1/2015 12:00:00 AM","20.2410","16.1428","24.3392","","","",""
"17069975","11/1/2019 12:00:00 AM","29.7333","25.8333","33.0000","","","",""
"17069957","11/1/2016 12:00:00 AM","7.9265","5.4078","10.3712","","","",""
"17069962","6/1/2019 12:00:00 AM","14.1666","10.1333","17.7666","","","",""
"17072148","1/1/2014 12:00:00 AM","-2.5483","-6.3225","1.6129","","","",""
"17072554","5/1/2024 12:00:00 AM","13.1177","9.1806","17.0548","","","",""
"17069966","10/1/2014 12:00:00 AM","13.1935","9.6451","16.6774","","","",""
"17069966","11/1/2011 12:00:00 AM","5.5000","2.2333","8.9333","","","",""
"17069956","1/1/2011 12:00:00 AM","25.7000","20.6000","30.8500","","","",""
"17069973","5/1/2016 12:00:00 AM","30.7419","27.1290","34.0645","","","",""
"17069961","5/1/2023 12:00:00 AM","-2.8709","-5.0967","-0.6129","","","",""
"17072550","9/1/2013 12:00:00 AM","13.5833","10.2966","16.8700","","","",""
"17069958","8/1/2019 12:00:00 AM","26.7741","21.9032","31.0967","","","",""
"17069975","1/1/2011 12:00:00 AM","25.7000","20.6000","30.8500","","","",""
"17069965","1/1/2019 12:00:00 AM","21.8709","16.0000","27.2258","","","",""
"17069957","8/1/2015 12:00:00 AM","18.6129","15.4838","22.1290","","","",""
"17069966","1/1/2023 12:00:00 AM","5.0000","2.6129","7.0645","","","",""
"17072554","5/1/2009 12:00:00 AM","12.2467","8.4806","16.0129","","","",""
"17071664","10/1/2024 12:00:00 AM","29.7741","26.4516","32.6774","","","",""
"17069963","1/1/2011 12:00:00 AM","2.2000","-0.0500","5.0500","","","",""
"17069974","4/1/2021 12:00:00 AM","30.7666","27.7000","33.3000","","","",""
"17069956","9/1/2021 12:00:00 AM","28.1333","25.8333","29.8666","","","",""
"17072550","1/1/2018 12:00:00 AM","22.5370","18.9483","26.1258","","","",""
"17069967","6/1/2012 12:00:00 AM","33.3000","27.7666","38.9000","","","",""
"17069964","3/1/2019 12:00:00 AM","30.9032","23.8064","37.5161","","","",""
"17069974","10/1/2016 12:00:00 AM","27.2903","22.1612","32.1935","","","",""
"17069962","4/1/2021 12:00:00 AM","4.7333","0.2333","8.8666","","","",""
"17069966","5/1/2013 12:00:00 AM","12.8709","8.8064","17.0322","","","",""
"17069973","2/1/2013 12:00:00 AM","24.2142","17.5000","31.2142","","","",""
"17072550","4/1/2017 12:00:00 AM","17.6800","14.1933","21.1666","","","",""
"17072550","6/1/2008 12:00:00 AM","12.4600","9.1866","15.7333","","","",""
"17069961","2/1/2018 12:00:00 AM","-15.6956","-19.8260","-11.0000","","","",""
"17072554","12/1/2018 12:00:00 AM","19.0612","15.8322","22.2903","","","",""
"17069960","8/1/2022 12:00:00 AM","30.6451","27.1612","33.6774","","","",""
"17069966","3/1/2022 12:00:00 AM","7.8709","1.7419","13.5806","","","",""
"17069956","6/1/2016 12:00:00 AM","29.6000","26.3000","32.5000","","","",""
"17069958","12/1/2023 12:00:00 AM","7.8064","3.7096","11.2580","","","",""
"17069957","4/1/2011 12:00:00 AM","13.8000","9.4666","18.5666","","","",""
"17072550","10/1/2012 12:00:00 AM","14.3322","10.8967","17.7677","","","",""
"17069967","12/1/2011 12:00:00 AM","25.3548","22.0000","29.0322","","","",""
"17071665","3/1/2018 12:00:00 AM","27.3548","21.5483","33.1612","","","",""
"17069963","6/1/2016 12:00:00 AM","18.1666","13.5666","22.8666","","","",""
"17069958","4/1/2015 12:00:00 AM","13.8333","10.4000","18.1666","","","",""
"17072550","5/1/2013 12:00:00 AM","14.1435","10.6548","17.6322","","","",""
"17069974","5/1/2020 12:00:00 AM","31.6333","29.3666","33.4333","","","",""
"17069957","12/1/2019 12:00:00 AM","8.1290","5.2903","10.4516","","","",""
"17072148","5/1/2011 12:00:00 AM","20.0645","15.0000","25.7741","","","",""
"17069956","11/1/2012 12:00:00 AM","26.2333","19.1666","32.9333","","","",""
"17069961","1/1/2023 12:00:00 AM","-20.2258","-22.3225","-17.6774","","","",""
"17069962","5/1/2020 12:00:00 AM","11.1290","5.5483","16.1290","","","",""
"17069960","10/1/2013 12:00:00 AM","26.2258","21.6129","31.5483","","","",""
"17069962","2/1/2022 12:00:00 AM","1.5000","-0.7500","3.5000","","","",""
"17069975","6/1/2016 12:00:00 AM","29.6000","26.3000","32.5000","","","",""
"17072554","6/1/2023 12:00:00 AM","12.4450","8.7466","16.1433","","","",""
"17069974","12/1/2011 12:00:00 AM","27.3870","22.8064","32.3548","","","",""
"17069967","5/1/2017 12:00:00 AM","33.2258","27.6129","38.9032","","","",""
"17069969","","","","","","","",""
"17071665","3/1/2023 12:00:00 AM","29.8387","25.7741","33.3870","","","",""
